Number:0, mass:1, radius:0.001
time,x,y,z
8.95, -1.12048e+07, -404419, 1.51897e+06
8.96, -1.15925e+07, -336950, 1.77453e+06
8.97, -1.19701e+07, -259482, 2.0201e+06
8.98, -1.23378e+07, -172013, 2.25567e+06
8.99, -1.26955e+07, -74544.5, 2.48124e+06
9, -1.30432e+07, 31994.1, 2.6968e+06
9.01, -1.33808e+07, 133363, 2.90237e+06
9.02, -1.37085e+07, 224731, 3.09794e+06
9.03, -1.40262e+07, 306100, 3.28351e+06
9.04, -1.43339e+07, 377469, 3.45907e+06
9.05, -1.46315e+07, 438837, 3.62464e+06
9.06, -1.49192e+07, 490206, 3.78021e+06
9.07, -1.51969e+07, 531574, 3.92578e+06
9.08, -1.54645e+07, 562943, 4.06134e+06
9.09, -1.57222e+07, 584312, 4.18691e+06
9.1, -1.59699e+07, 595680, 4.30248e+06
9.11, -1.62076e+07, 597049, 4.40805e+06
9.12, -1.64352e+07, 588418, 4.50361e+06
9.13, -1.66529e+07, 569786, 4.58918e+06
9.14, -1.68606e+07, 541155, 4.66475e+06
9.15, -1.70583e+07, 502523, 4.73032e+06
9.16, -1.72459e+07, 453892, 4.78588e+06
9.17, -1.74236e+07, 395261, 4.83145e+06
9.18, -1.75913e+07, 326629, 4.86702e+06
9.19, -1.7749e+07, 247998, 4.89259e+06
9.2, -1.78966e+07, 159367, 4.90815e+06
9.21, -1.80343e+07, 60735.2, 4.91372e+06
9.22, -1.8162e+07, -46004.2, 4.90929e+06
9.23, -1.82796e+07, -145936, 4.89486e+06
9.24, -1.83873e+07, -235867, 4.87042e+06
9.25, -1.8485e+07, -315798, 4.83599e+06
9.26, -1.85727e+07, -385730, 4.79156e+06
9.27, -1.86503e+07, -445661, 4.73713e+06
9.28, -1.8718e+07, -495592, 4.67269e+06
9.29, -1.87757e+07, -535524, 4.59826e+06
9.3, -1.88234e+07, -565455, 4.51383e+06
9.31, -1.8861e+07, -585387, 4.4194e+06
9.32, -1.88887e+07, -595318, 4.31496e+06
9.33, -1.89064e+07, -595249, 4.20053e+06
9.34, -1.8914e+07, -585181, 4.0761e+06
9.35, -1.89117e+07, -565112, 3.94167e+06
9.36, -1.88994e+07, -535043, 3.79723e+06
9.37, -1.88771e+07, -494975, 3.6428e+06
9.38, -1.88447e+07, -444906, 3.47837e+06
9.39, -1.88024e+07, -384838, 3.30394e+06
9.4, -1.87501e+07, -314769, 3.1195e+06
9.41, -1.86878e+07, -234700, 2.92507e+06
9.42, -1.86154e+07, -144632, 2.72064e+06
9.43, -1.85331e+07, -44563.1, 2.50621e+06
9.44, -1.84408e+07, 61965.5, 2.28177e+06
9.45, -1.83385e+07, 160134, 2.04734e+06
9.46, -1.82261e+07, 248303, 1.80291e+06
9.47, -1.81038e+07, 326471, 1.54848e+06
9.48, -1.79715e+07, 394640, 1.28404e+06
9.49, -1.78291e+07, 452809, 1.00961e+06
9.5, -1.76768e+07, 500977, 725180
9.51, -1.75145e+07, 539146, 430747
9.52, -1.73422e+07, 567315, 126315
9.53, -1.71598e+07, 585483, -184458
9.54, -1.69675e+07, 593652, -486790
9.55, -1.67652e+07, 591820, -779123
9.56, -1.65529e+07, 579989, -1.06146e+06
9.57, -1.63305e+07, 558158, -1.33379e+06
9.58, -1.60982e+07, 526326, -1.59612e+06
9.59, -1.58559e+07, 484495, -1.84845e+06
9.6, -1.56036e+07, 432663, -2.09078e+06
9.61, -1.53412e+07, 370832, -2.32312e+06
9.62, -1.50689e+07, 299001, -2.54545e+06
9.63, -1.47866e+07, 217169, -2.75778e+06
9.64, -1.44942e+07, 125338, -2.96011e+06
9.65, -1.41919e+07, 23506.6, -3.15245e+06
9.66, -1.38796e+07, -82004.8, -3.33478e+06
9.67, -1.35573e+07, -177936, -3.50711e+06
9.68, -1.32249e+07, -263868, -3.66944e+06
9.69, -1.28826e+07, -339799, -3.82178e+06
9.7, -1.25303e+07, -405730, -3.96411e+06
9.71, -1.2168e+07, -461662, -4.09644e+06
9.72, -1.17956e+07, -507593, -4.21877e+06
9.73, -1.14133e+07, -543524, -4.33111e+06
9.74, -1.1021e+07, -569456, -4.43344e+06
9.75, -1.06186e+07, -585387, -4.52577e+06
9.76, -1.02063e+07, -591319, -4.6081e+06
9.77, -9.784e+06, -587250, -4.68044e+06
9.78, -9.35167e+06, -573181, -4.74277e+06
9.79, -8.90934e+06, -549113, -4.7951e+06
9.8, -8.45702e+06, -515044, -4.83743e+06
9.81, -7.99469e+06, -470975, -4.86977e+06
9.82, -7.52236e+06, -416907, -4.8921e+06
9.83, -7.04004e+06, -352838, -4.90443e+06
9.84, -6.54771e+06, -278770, -4.90676e+06
9.85, -6.04538e+06, -194701, -4.8991e+06
9.86, -5.53305e+06, -100632, -4.88143e+06
9.87, -5.01073e+06, 3416.29, -4.85376e+06
9.88, -4.4784e+06, 106585, -4.81609e+06
9.89, -3.93607e+06, 199754, -4.76843e+06
9.9, -3.38375e+06, 282922, -4.71076e+06
9.91, -2.82142e+06, 356091, -4.64309e+06
9.92, -2.24909e+06, 419259, -4.56542e+06
9.93, -1.66677e+06, 472428, -4.47776e+06
9.94, -1.07444e+06, 515597, -4.38009e+06
9.95, -472114, 548765, -4.27242e+06
9.96, 139661, 571934, -4.15475e+06
9.97, 747288, 585103, -4.02709e+06
9.98, 1.34491e+06, 588271, -3.88942e+06
9.99, 1.93254e+06, 581440, -3.74175e+06
